Sample	Genotype	Region	Country	Date	Host	D13	PinfSSR8	PinfSSR4	Pi04	Pi70	PinfSSR6	Pi63	PiG11	Pi02	PinfSSR11	PinfSSR2	Pi4B	Missing	Present
PCZ176	EC_1	S_America	Peru	2013	S_tuberosum	134/136/0	264/266/0	284/294/298	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PCZ178	EC_1	S_America	Peru	2013	S_tuberosum	134/136/0	264/266/0	284/284/0	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PCZ180	EC_1	S_America	Peru	2013	S_tuberosum	134/136/0	264/266/0	284/292/296	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PCZ181	EC_1	S_America	Peru	2013	S_tuberosum	134/136/0	264/266/0	284/292/296	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PCZ182	EC_1	S_America	Peru	2013	S_tuberosum	134/142/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PCZ183	EC_1	S_America	Peru	2013	S_tuberosum	134/136/0	264/266/0	284/292/296	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PCZ185	EC_1	S_America	Peru	2013	S_tuberosum	134/136/0	264/266/0	284/292/296	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	355/355/0	173/175/0	204/213/217	0	12
PCZ186	EC_1	S_America	Peru	2013	S_tuberosum	134/136/0	264/266/0	284/292/296	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PCZ220	EC_1	S_America	Peru	2017	S_tuberosum	134/136/0	264/266/0	284/294/296	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	266/268/0	331/355/0	173/175/0	204/213/217	0	12
PCZ227	EC_1	S_America	Peru	2017	S_tuberosum	134/136/0	264/266/0	284/294/296	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PCZ228	EC_1	S_America	Peru	2017	S_tuberosum	134/136/0	264/266/0	284/294/296	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	266/268/0	331/355/0	173/175/0	204/213/217	0	12
PCZ229	EC_1	S_America	Peru	2017	S_tuberosum	134/136/0	264/266/0	284/294/296	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PCZ230	EC_1	S_America	Peru	2017	S_tuberosum	134/136/0	264/266/0	284/292/296	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA001	EC_1	S_America	Peru	1999	S_brevicaule	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PHCA001-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA002	EC_1	S_America	Peru	1999	S_brevicaule	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PHCA002-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA003-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA004-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA005-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA006-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	270/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA007-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	270/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA008	EC_1	S_America	Peru	1999	S_grasilifrons	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PHCA008-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA009-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA010-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA011-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA012-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/140/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA013-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA014-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA015-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA016-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/140/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA017-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA018-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA019-FTA	EC_1	S_America	Peru	2016	S_tuberosum	132/134/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA020-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA021-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/296	166/170/0	192/192/0	242/244/0	279/279/0	156/160/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA022	EC_1	S_America	Peru	2000	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PHCA022-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	270/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA023-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA024	EC_1	S_America	Peru	2000	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PHCA024-FTA	EC_1	S_America	Peru	2016	S_tuberosum	132/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	270/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA025-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA026	EC_1	S_America	Peru	2000	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PHCA026-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA027-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA028-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA029-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA030-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA031-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA032-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA033-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA034-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	266/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA035-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA036-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA037-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA038-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA039-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA040-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA041-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA042-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA043-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA044-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA045-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA046-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	270/270/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA047-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	266/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA048-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA049-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA050-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA051-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA053-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA054-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA055-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/140/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA056-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA057-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA058-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA059-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA060-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA061-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/294/0	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA062-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA063-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/140/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA064-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/140/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA065-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	266/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA066-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA067-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/296	166/170/0	192/192/0	242/244/0	279/279/0	156/160/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA068-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/296	166/170/0	192/192/0	242/244/0	279/279/0	156/160/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA069-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA070-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/294/0	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA071-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/296	166/170/0	192/192/0	242/244/0	279/279/0	156/160/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA072	EC_1	S_America	Peru	2016	S_tuberosum	134/136/138	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA073	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/296	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA073-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/140/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA075	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA075-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA076	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA076-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/140/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA077	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA078	EC_1	S_America	Peru	2016	S_tuberosum	134/140/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA078-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/302	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	266/268/0	331/355/0	173/175/0	204/213/217	0	12
PHCA079	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA079-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	266/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA080	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA081	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	154/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA082	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA083	EC_1	S_America	Peru	2016	S_tuberosum	136/140/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA084	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA085	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA086	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA087	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA088	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/173/0	204/209/217	0	12
PHCA089	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA090	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA091	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA092	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA093	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA094	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA095	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA096	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/0	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA097	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA098	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	270/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA099	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA100	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA101	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA102	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA103	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA105	EC_1	S_America	Peru	2016	S_tuberosum	130/136/138	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PHCA106	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/270/0	331/355/0	173/175/0	204/209/217	0	12
PHCA107	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
